id_canton|nombre_canton|id_provincia 
66959|CUENCA|111376
66960|CUENCA|111377
66961|CUENCA|111378
66962|CUENCA|111379
66963|CUENCA|111380
66964|CUENCA|111381
66965|CUENCA|111382
66966|CUENCA|111383
66967|CUENCA|111384
66968|CUENCA|111385
66969|CUENCA|111386
66970|CUENCA|111387
66971|CUENCA|111388
66972|CUENCA|111389
66973|CUENCA|111390
66974|CUENCA|111391
66975|CUENCA|111392
66976|CUENCA|111393
66977|LOJA|111394
66978|CUENCA|111395
66979|SANTA ISABEL|111396
66980|CUENCA|111397
66981|CUENCA|111398
66982|CUENCA|111399
66983|CUENCA|111400
66984|EL TRIUNFO|111401
66985|CUENCA|111402
66986|CUENCA|111403
66987|CUENCA|111404
66988|CUENCA|111405
66989|CUENCA|111406
66990|CUENCA|111407
66991|GUALACEO|111408
66992|CUENCA|111409
66993|CUENCA|111410
66994|CUENCA|111411
66995|CUENCA|111412
66996|CUENCA|111413
66997|CUENCA|111414
66998|ATACAMES|111415
66999|PAUTE|111416
67000|CUENCA|111417
67001|CUENCA|111418
67002|CUENCA|111419
67003|CUENCA|111420
67004|CUENCA|111421
67005|CUENCA|111422
67006|CUENCA|111423
67007|CUENCA|111424
67008|CUENCA|111425
67009|CUENCA|111426
67010|CUENCA|111427
67011|CUENCA|111428
67012|CUENCA|111429
67013|CUENCA|111430
67014|CUENCA|111431
67015|ISABELA|111432
67016|GUALACEO|111433
67017|CUENCA|111434
67018|CUENCA|111435
67019|CUENCA|111436
67020|CUENCA|111437
67021|AZOGUES|111438
67022|CUENCA|111439
67023|CUENCA|111440
67024|CUENCA|111441
67025|CUENCA|111442
67026|CUENCA|111443
67027|HUAQUILLAS|111444
67028|SAMBORONDÓN|111445
67029|CUENCA|111446
67030|CUENCA|111447
67031|CUENCA|111448
67032|CUENCA|111449
67033|CUENCA|111450
67034|OÑA|111451
67035|CUENCA|111452
67036|CUENCA|111453
67037|CUENCA|111454
67038|CUENCA|111455
67039|CUENCA|111456
67040|CUENCA|111457
67041|CUENCA|111458
67042|SAN FERNANDO|111459
67043|GUALACEO|111460
67044|AZOGUES|111461
67045|PEDERNALES|111462
67046|SANTO DOMINGO|111463
67047|CUENCA|111464
67048|SANTA ELENA|111465
67049|RIOBAMBA|111466
67050|CUENCA|111467
67051|CUENCA|111468
67052|EL TRIUNFO|111469
67053|CUENCA|111470
67054|CUENCA|111471
67055|QUITO|111472
67056|GUALAQUIZA|111473
67057|CUENCA|111474
67058|GUALACEO|111475
67059|CUENCA|111476
67060|CUENCA|111477
67061|CUENCA|111478
67062|MACHALA|111479
67063|LIMÓN INDANZA|111480
67064|CUENCA|111481
67065|CUENCA|111482
67066|CUENCA|111483
67067|CUENCA|111484
67068|GIRÓN|111485
67069|AZOGUES|111486
67070|CUENCA|111487
67071|CUENCA|111488
67072|CUENCA|111489
67073|PAUTE|111490
67074|CUENCA|111491
67075|CUENCA|111492
67076|CUENCA|111493
67077|CUENCA|111494
67078|SANTA ELENA|111495
67079|CUENCA|111496
67080|CUENCA|111497
67081|CUENCA|111498
67082|QUITO|111499
67083|EL TRIUNFO|111500
67084|GIRÓN|111501
67085|CUENCA|111502
67086|QUITO|111503
67087|PEDERNALES|111504
67088|CUENCA|111505
67089|CUENCA|111506
67090|CUENCA|111507
67091|AZOGUES|111508
67092|CUENCA|111509
67093|CUENCA|111510
67094|CUENCA|111511
67095|CUENCA|111512
67096|CUENCA|111513
67097|CUENCA|111514
67098|CUENCA|111515
67099|CUENCA|111516
67100|GUALACEO|111517
67101|CUENCA|111518
67102|GUAYAQUIL|111519
67103|CUENCA|111520
67104|CUENCA|111521
67105|LOJA|111522
67106|GIRÓN|111523
67107|CUENCA|111524
67108|CUENCA|111525
67109|LOJA|111526
67110|CUENCA|111527
67111|SAN FERNANDO|111528
67112|CUENCA|111529
67113|CUENCA|111530
67114|CUENCA|111531
67115|CUENCA|111532
67116|CUENCA|111533
67117|CUENCA|111534
67118|CUENCA|111535
67119|CUENCA|111536
67120|CUENCA|111537
67121|CUENCA|111538
67122|CUENCA|111539
67123|CUENCA|111540
67124|CUENCA|111541
67125|QUITO|111542
67126|CUENCA|111543
67127|CUENCA|111544
67128|CUENCA|111545
67129|CUENCA|111546
67130|CUENCA|111547
67131|SAN FERNANDO|111548
67132|CUENCA|111549
67133|CUENCA|111550
67134|CUENCA|111551
67135|CUENCA|111552
67136|CUENCA|111553
67137|CUENCA|111554
67138|CUENCA|111555
67139|CUENCA|111556
67140|CUENCA|111557
67141|CUENCA|111558
67142|QUITO|111559
67143|GUALACEO|111560
67144|CUENCA|111561
67145|CUENCA|111562
67146|CUENCA|111563
67147|GUALACEO|111564
67148|CUENCA|111565
67149|CUENCA|111566
67150|CUENCA|111567
67151|CUENCA|111568
67152|QUITO|111569
67153|CUENCA|111570
67154|CUENCA|111571
67155|CAYAMBE|111572
67156|CUENCA|111573
67157|CAÑAR|111574
67158|CUENCA|111575
67159|CUENCA|111576
67160|CUENCA|111577
67161|CUENCA|111578
67162|CUENCA|111579
67163|CUENCA|111580
67164|CUENCA|111581
67165|QUITO|111582
67166|SIGSIG|111583
67167|CUENCA|111584
67168|CUENCA|111585
67169|SANTA ELENA|111586
67170|CUENCA|111587
67171|CUENCA|111588
67172|CUENCA|111589
67173|CUENCA|111590
67174|SANTA ISABEL|111591
67175|GUACHAPALA|111592
67176|CUENCA|111593
67177|CUENCA|111594
67178|PASAJE|111595
67179|CUENCA|111596
67180|MACHALA|111597
67181|CUENCA|111598
67182|CUENCA|111599
67183|CUENCA|111600
67184|CUENCA|111601
67185|CUENCA|111602
67186|CUENCA|111603
67187|CUENCA|111604
67188|CUENCA|111605
67189|CUENCA|111606
67190|CUENCA|111607
67191|CUENCA|111608
67192|CUENCA|111609
67193|CUENCA|111610
67194|CUENCA|111611
67195|CUENCA|111612
67196|CUENCA|111613
67197|AZOGUES|111614
67198|CUENCA|111615
67199|CUENCA|111616
67200|CUENCA|111617
67201|CUENCA|111618
67202|CUENCA|111619
67203|CUENCA|111620
67204|CUENCA|111621
67205|CUENCA|111622
67206|CUENCA|111623
67207|CUENCA|111624
67208|CUENCA|111625
67209|CUENCA|111626
67210|CUENCA|111627
67211|CUENCA|111628
67212|CUENCA|111629
67213|SANTA ISABEL|111630
67214|CUENCA|111631
67215|CUENCA|111632
67216|SANTIAGO DE PÍLLARO|111633
67217|MORONA|111634
67218|CUENCA|111635
67219|SANTA ISABEL|111636
67220|CUENCA|111637
67221|CUENCA|111638
67222|SALINAS|111639
67223|CUENCA|111640
67224|SAN FERNANDO|111641
67225|CUENCA|111642
67226|CUENCA|111643
67227|CUENCA|111644
67228|CUENCA|111645
67229|CUENCA|111646
67230|CUENCA|111647
67231|CUENCA|111648
67232|CUENCA|111649
67233|PASTAZA|111650
67234|CUENCA|111651
67235|CUENCA|111652
67236|PAUTE|111653
67237|RUMIÑAHUI|111654
67238|CUENCA|111655
67239|PAUTE|111656
67240|CUENCA|111657
67241|SANTA ISABEL|111658
67242|CUENCA|111659
67243|CUENCA|111660
672430|PUCARÁ|111661
67244|CUENCA|111662
67245|PAUTE|111663
67246|CUENCA|111664
67247|CUENCA|111665
67248|LOJA|111666
67249|PAUTE|111667
67250|CUENCA|111668
67251|CUENCA|111669
67252|CUENCA|111670
67253|CUENCA|111671
67254|PAUTE|111672
67255|AZOGUES|111673
67256|CUENCA|111674
67257|MEJÍA|111675
67258|CUENCA|111676
67259|NABÓN|111677
67260|CUENCA|111678
67261|CUENCA|111679
67262|GUALAQUIZA|111680
67263|CUENCA|111681
67264|SUCÚA|111682
67265|SANTA ISABEL|111683
67266|CUENCA|111684
67267|PAJÁN|111685
67268|CUENCA|111686
67269|CUENCA|111687
67270|CUENCA|111688
67271|CUENCA|111689
67272|PASTAZA|111690
67273|CUENCA|111691
67274|PAUTE|111692
67275|CUENCA|111693
67276|CUENCA|111694
67277|CUENCA|111695
67278|GUALACEO|111696
67279|CUENCA|111697
67280|GUALAQUIZA|111698
67281|GUALACEO|111699
67282|GUAYAQUIL|111700
67283|CUENCA|111701
67284|CHORDELEG|111702
67285|CUENCA|111703
67286|CUENCA|111704
67287|CUENCA|111705
67288|CUENCA|111706
67289|QUITO|111707
67290|CUENCA|111708
67291|CUENCA|111709
67292|QUITO|111710
67293|GUALACEO|111711
67294|CUENCA|111712
67295|GUALACEO|111713
67296|CUENCA|111714
67297|CUENCA|111715
67298|CUENCA|111716
67299|CUENCA|111717
67300|GUALACEO|111718
67301|CUENCA|111719
67302|OÑA|111720
67303|CHORDELEG|111721
67304|CUENCA|111722
67305|CUENCA|111723
67306|CUENCA|111724
67307|CUENCA|111725
67308|SIGSIG|111726
67309|CUENCA|111727
67310|CUENCA|111728
67311|MANTA|111729
67312|CUENCA|111730
67313|PAUTE|111731
67314|GIRÓN|111732
67315|CUENCA|111733
67316|SANTA CRUZ|111734
67317|EL PAN|111735
67318|CUENCA|111736
67319|CUENCA|111737
67320|GUALAQUIZA|111738
67321|SANTA ISABEL|111739
67322|CUENCA|111740
67323|CUENCA|111741
67324|CUENCA|111742
67325|CUENCA|111743
67326|CUENCA|111744
67327|SAN FERNANDO|111745
67328|CUENCA|111746
67329|SANTA ISABEL|111747
67330|SANTA ISABEL|111748
67331|CUENCA|111749
67332|GUALAQUIZA|111750
67333|CUENCA|111751
67334|CUENCA|111752
67335|OÑA|111753
67336|OÑA|111754
67337|CUENCA|111755
67338|GUALAQUIZA|111756
67339|MACHALA|111757
67340|CUENCA|111758
67341|CUENCA|111759
67342|CUENCA|111760
67343|CUENCA|111761
67344|PAUTE|111762
67345|PAUTE|111763
67346|CUENCA|111764
67347|CUENCA|111765
67348|CUENCA|111766
67349|CUENCA|111767
67350|MORONA|111768
67351|CUENCA|111769
67352|CUENCA|111770
67353|PAUTE|111771
67354|CUENCA|111772
67355|CUENCA|111773
67356|CUENCA|111774
67357|CUENCA|111775
67358|CUENCA|111776
67359|CUENCA|111777
67360|CUENCA|111778
67361|CUENCA|111779
67362|GUAYAQUIL|111780
67363|SAMBORONDÓN|111781
67364|CUENCA|111782
67365|CUENCA|111783
67366|CUENCA|111784
67367|OÑA|111785
67368|CUENCA|111786
67369|PAUTE|111787
67370|CUENCA|111788
67371|AZOGUES|111789
67372|CUENCA|111790
67373|CUENCA|111791
67374|CUENCA|111792
67375|CUENCA|111793
67376|HUAQUILLAS|111794
67377|CUENCA|111795
67378|CUENCA|111796
67379|CUENCA|111797
67380|CUENCA|111798
67381|GUALACEO|111799
67382|GUALACEO|111800
67383|CUENCA|111801
67384|ATACAMES|111802
67385|CUENCA|111803
67386|LA TRONCAL|111804
67387|CUENCA|111805
67388|CUENCA|111806
67389|CUENCA|111807
67390|CUENCA|111808
67391|CUENCA|111809
67392|CUENCA|111810
67393|CUENCA|111811
67394|CUENCA|111812
67395|MORONA|111813
67396|CUENCA|111814
67397|CUENCA|111815
67398|PUERTO LÓPEZ|111816
67399|MORONA|111817
67400|MORONA|111818
67401|CUENCA|111819
67402|CUENCA|111820
67403|CUENCA|111821
67404|CUENCA|111822
67405|CUENCA|111823
67406|CUENCA|111824
67407|CUENCA|111825
67408|CUENCA|111826
67409|CUENCA|111827
67410|CUENCA|111828
67411|CUENCA|111829
67412|CUENCA|111830
67413|CUENCA|111831
67414|CUENCA|111832
67415|MORONA|111833
67416|GUALACEO|111834
67417|CUENCA|111835
67418|CUENCA|111836
67419|CUENCA|111837
67420|CUENCA|111838
67421|ORELLANA|111839
67422|CUENCA|111840
67423|CUENCA|111841
67424|CUENCA|111842
67425|CUENCA|111843
67426|CUENCA|111844
67427|CUENCA|111845
67428|QUITO|111846
67429|PAUTE|111847
67430|CUENCA|111848
67431|CUENCA|111849
67432|CUENCA|111850
67433|CUENCA|111851
67434|CUENCA|111852
67435|CUENCA|111853
67436|CUENCA|111854
67437|CUENCA|111855
67438|CHORDELEG|111856
67439|CUENCA|111857
67440|CUENCA|111858
67441|GUACHAPALA|111859
67442|PAUTE|111860
67443|PAUTE|111861
67444|PAUTE|111862
67445|CUENCA|111863
67446|CHORDELEG|111864
67447|SANTA ISABEL|111865
67448|CUENCA|111866
67449|CUENCA|111867
67450|CUENCA|111868
67451|CUENCA|111869
67452|CUENCA|111870
67453|CUENCA|111871
67454|CUENCA|111872
67455|CUENCA|111873
67456|CUENCA|111874
67457|CUENCA|111875
67458|CUENCA|111876
67459|CUENCA|111877
67460|CUENCA|111878
67461|CUENCA|111879
67462|CUENCA|111880
67463|CUENCA|111881
67464|CUENCA|111882
67465|GUALACEO|111883
67466|CUENCA|111884
67467|CUENCA|111885
67468|CUENCA|111886
67469|AZOGUES|111887
67470|CUENCA|111888
67471|CUENCA|111889
67472|CUENCA|111890
67473|CUENCA|111891
67474|CUENCA|111892
67475|CUENCA|111893
67476|CUENCA|111894
67477|CUENCA|111895
67478|CUENCA|111896
67479|CUENCA|111897
67480|CUENCA|111898
67481|CUENCA|111899
67482|CUENCA|111900
67483|PAUTE|111901
67484|GUALACEO|111902
67485|CUENCA|111903
67486|CUENCA|111904
67487|CUENCA|111905
67488|CUENCA|111906
67489|LIMÓN INDANZA|111907
67490|CUENCA|111908
67491|CUENCA|111909
67492|CUENCA|111910
67493|GUALACEO|111911
67494|CUENCA|111912
67495|CHINCHIPE|111913
67496|CUENCA|111914
67497|CUENCA|111915
67498|CUENCA|111916
67499|CUENCA|111917
67500|CUENCA|111918
67501|GUALACEO|111919
67502|CUENCA|111920
67503|CUENCA|111921
67504|SANTA CRUZ|111922
67505|GIRÓN|111923
67506|CUENCA|111924
67507|CUENCA|111925
67508|LA TRONCAL|111926
67509|PEDRO VICENTE MALDONADO|111927
67510|CUENCA|111928
67511|CUENCA|111929
67512|CUENCA|111930
67513|CUENCA|111931
67514|CUENCA|111932
67515|PAUTE|111933
67516|HUAQUILLAS|111934
67517|CUENCA|111935
67518|GUALACEO|111936
67519|GUALACEO|111937
67520|CUENCA|111938
67521|MORONA|111939
67522|MORONA|111940
67523|CUENCA|111941
67524|MORONA|111942
67525|SANTA ISABEL|111943
67526|CUENCA|111944
67527|QUITO|111945
67528|CUENCA|111946
67529|CUENCA|111947
67530|CUENCA|111948
67531|GIRÓN|111949
67532|CUENCA|111950
67533|ORELLANA|111951
67534|GUALACEO|111952
67535|CUENCA|111953
67536|CUENCA|111954
67537|CUENCA|111955
67538|CUENCA|111956
67539|CUENCA|111957
67540|CUENCA|111958
67541|CAYAMBE|111959
67542|CUENCA|111960
67543|CUENCA|111961
67544|GIRÓN|111962
67545|CUENCA|111963
67546|CUENCA|111964
67547|CUENCA|111965
67548|CUENCA|111966
67549|CUENCA|111967
67550|SANTA ISABEL|111968
67551|CUENCA|111969
67552|CUENCA|111970
67553|CUENCA|111971
67554|CUENCA|111972
67555|CUENCA|111973
67556|CUENCA|111974
67557|CUENCA|111975
67558|CUENCA|111976
67559|CUENCA|111977
67560|CUENCA|111978
67561|MUISNE|111979
67562|AZOGUES|111980
67563|CUENCA|111981
67564|CUENCA|111982
67565|CUENCA|111983
67566|CUENCA|111984
67567|CUENCA|111985
67568|CUENCA|111986
67569|CUENCA|111987
67570|CUENCA|111988
67571|CUENCA|111989
67572|CUENCA|111990
67573|CUENCA|111991
67574|CUENCA|111992
67575|CUENCA|111993
67576|PAUTE|111994
67577|CUENCA|111995
67578|CUENCA|111996
67579|CUENCA|111997
67580|CUENCA|111998
67581|CUENCA|111999
67582|CUENCA|112000
67583|CUENCA|112001
67584|CUENCA|112002
67585|SANTA ISABEL|112003
67586|CUENCA|112004
67587|CUENCA|112005
67588|LOJA|112006
67589|CUENCA|112007
67590|CUENCA|112008
67591|CUENCA|112009
67592|CUENCA|112010
67593|CUENCA|112011
67594|CUENCA|112012
67595|CUENCA|112013
67596|CUENCA|112014
67597|CUENCA|112015
67598|SIGSIG|112016
67599|CUENCA|112017
67600|CUENCA|112018
67601|CUENCA|112019
67602|SANTA ISABEL|112020
67603|CUENCA|112021
67604|CUENCA|112022
67605|CUENCA|112023
67606|CUENCA|112024
67607|CUENCA|112025
67608|CUENCA|112026
67609|CUENCA|112027
67610|CUENCA|112028
67611|CUENCA|112029
67612|CUENCA|112030
67613|CUENCA|112031
67614|CUENCA|112032
67615|TIWINTZA|112033
67616|SANTA ISABEL|112034
67617|CUENCA|112035
67618|CUENCA|112036
67619|CAMILO PONCE ENRÍQUEZ|112037
67620|CUENCA|112038
67621|NABÓN|112039
67622|CUENCA|112040
67623|GUALACEO|112041
67624|CUENCA|112042
67625|LIMÓN INDANZA|112043
67626|CUENCA|112044
67627|GIRÓN|112045
67628|CUENCA|112046
67629|PAUTE|112047
67630|PAUTE|112048
67631|CUENCA|112049
67632|CUENCA|112050
67633|PASTAZA|112051
67634|CUENCA|112052
67635|CUENCA|112053
67636|CUENCA|112054
67637|GUAYAQUIL|112055
67638|GUALACEO|112056
67639|GUALACEO|112057
67640|CUENCA|112058
67641|CUENCA|112059
67642|CUENCA|112060
67643|CUENCA|112061
67644|CUENCA|112062
67645|CUENCA|112063
67646|CUENCA|112064
67647|CUENCA|112065
67648|CUENCA|112066
67649|CUENCA|112067
67650|GUALACEO|112068
67651|GUALACEO|112069
67652|CUENCA|112070
67653|CUENCA|112071
67654|CUENCA|112072
67655|AZOGUES|112073
67656|CUENCA|112074
67657|CUENCA|112075
67658|GUALAQUIZA|112076
67659|CUENCA|112077
67660|AZOGUES|112078
67661|QUITO|112079
67662|CUENCA|112080
67663|CUENCA|112081
67664|CUENCA|112082
67665|CUENCA|112083
67666|CUENCA|112084
67667|CUENCA|112085
67668|CUENCA|112086
67669|CHORDELEG|112087
67670|CUENCA|112088
67671|CUENCA|112089
67672|ZARUMA|112090
67673|CUENCA|112091
67674|CUENCA|112092
67675|CUENCA|112093
67676|CUENCA|112094
67677|CUENCA|112095
67678|CUENCA|112096
67679|GIRÓN|112097
67680|CUENCA|112098
67681|CUENCA|112099
67682|CUENCA|112100
67683|CUENCA|112101
67684|CUENCA|112102
67685|CUENCA|112103
67686|CUENCA|112104
67687|CUENCA|112105
67688|CUENCA|112106
67689|CUENCA|112107
67690|CUENCA|112108
67691|CUENCA|112109
67692|PAUTE|112110
67693|CUENCA|112111
67694|CUENCA|112112
67695|CUENCA|112113
67696|CUENCA|112114
67697|CUENCA|112115
67698|CUENCA|112116
67699|CUENCA|112117
67700|CUENCA|112118
67701|CUENCA|112119
67702|AZOGUES|112120
67703|CUENCA|112121
67704|CUENCA|112122
67705|CUENCA|112123
67706|CUENCA|112124
67707|CUENCA|112125
67708|SANTA ISABEL|112126
67709|SANTA ISABEL|112127
67710|CUENCA|112128
67711|CUENCA|112129
67712|CUENCA|112130
67713|CUENCA|112131
67714|CUENCA|112132
67715|CUENCA|112133
67716|CUENCA|112134
67717|CUENCA|112135
67718|CUENCA|112136
67719|CUENCA|112137
67720|CUENCA|112138
67721|CUENCA|112139
67722|CUENCA|112140
67723|CUENCA|112141
67724|CUENCA|112142
67725|CUENCA|112143
67726|CUENCA|112144
67727|CUENCA|112145
67728|CUENCA|112146
67729|CUENCA|112147
67730|GIRÓN|112148
67731|CUENCA|112149
67732|CUENCA|112150
67733|LATACUNGA|112151
67734|LATACUNGA|112152
67735|CUENCA|112153
67736|CUENCA|112154
67737|CUENCA|112155
67738|QUITO|112156
67739|CUENCA|112157
67740|CUENCA|112158
67741|CUENCA|112159
67742|CUENCA|112160
67743|CUENCA|112161
67744|CUENCA|112162
67745|CUENCA|112163
