idCategoria|Categoría|horarios|idEstablecimiento
16094|SEGUNDA|Lunes a sabado de 08:00 a22:00|38303
16095|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38304
16096|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38305
16097|SEGUNDA / 2 COPAS|Lunes a viernes 06:00 a 20:00|38306
16098|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38307
16099|2 ESTRELLAS|Lunes a viernes 06:00 a 20:00|38308
16100|SEGUNDA|Lunes a viernes 06:00 a 20:00|38309
16101|2 Estrellas|Lunes a viernes 06:00 a 20:00|38310
16102|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38311
16103|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38312
16104|CUARTA|Lunes a sabado de 08:00 a22:00|38313
16105|PRIMERA|Lunes a domingo 24 horas|38314
16106|2 ESTRELLAS|Lunes a domingo 24 horas|38315
16107|SEGUNDA|Lunes a sabado de 08:00 a22:00|38316
16108|SEGUNDA|Lunes a sabado de 08:00 a22:00|38317
16109|1 ESTRELLAS|Lunes a domingo 24 horas|38318
16110|TERCERA|Lunes a sabado de 08:00 a22:00|38319
16111|CUARTA / 1 TENEDOR|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38320
16112|1 Estrellas|Lunes a sabado de 08:00 a22:00|38321
16113|(1) Un tenedor|Lunes a Viernes 08h30 a 17h30|38322
16114|SEGUNDA|Lunes a viernes 06:00 a 20:00|38323
16115|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38324
16116|TERCERA|Lunes a sabado de 08:00 a22:00|38325
16117|TERCERA|Lunes a sabado de 08:00 a22:00|38326
16118|SEGUNDA|Lunes a Viernes 08h30 a 17h00|38327
16119|(1) Un tenedor|Lunes a viernes 06:00 a 20:00|38328
16120|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38329
16121|(2) Dos tenedores|Lunes a sabado de 08:00 a22:00|38330
16122|TERCERA|Lunes a sabado de 08:00 a22:00|38331
16123|TERCERA|Lunes a sabado de 08:00 a22:00|38332
16124|SEGUNDA / 3 TENEDORES|Lunes a Viernes 08h30 a 17h00|38333
16125|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38334
16126|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|38335
16127|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38336
16128|PRIMERA|Lunes a viernes 06:00 a 20:00|38337
16129|SEGUNDA|Lunes a sabado de 08:00 a22:00|38338
16130|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38339
16131|SEGUNDA|Lunes a sabado de 08:00 a22:00|38340
16132|TERCERA|Lunes a sabado de 08:00 a22:00|38341
16133|(2) Dos tenedores|Lunes a viernes de 08:00 a 18:00|38342
16134|(2) Dos tenedores|Lunes a sabado de 08:00 a22:00|38343
16135|TERCERA|Lunes a Viernes 08h30 a 17h30|38344
16136|SEGUNDA / 3 TENEDORES|Lunes a Viernes 08h30 a 17h30|38345
16137|PRIMERA / 4 TENEDORES|Lunes a Viernes 08h30 a 17h30|38346
16138|TERCERA|Lunes a Viernes 08h30 a 17h30|38347
16139|CUARTA / 1 TENEDOR|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38348
16140|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38349
16141|TERCERA|Lunes a sabado de 08:00 a22:00|38350
16142|CUARTA / 1 TENEDOR|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38351
16143|SEGUNDA|Lunes a viernes de 08:00 a 18:00|38352
16144|CUARTA|Lunes a Viernes 08h30 a 17h30|38353
16145|CUARTA|Lunes a sabado de 08:00 a22:00|38354
16146|SEGUNDA / 3 TENEDORES|Lunes a Viernes 08h30 a 17h00|38355
16147|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38356
16148|CUARTA|Lunes a domingo 24 horas|38357
16149|CUARTA|Lunes a Viernes 08h30 a 17h30|38358
16150|CUARTA|Lunes a domingo 24 horas|38359
16151|CUARTA|Lunes a Domingo 24 horas|38360
16152|SEGUNDA|Lunes a Domingo de 07h00 a 16h30|38361
16153|PRIMERA / 1 TAZA|Lunes a viernes 06:00 a 20:00|38362
16154|PRIMERA / 4 TENEDORES|Lunes a sabado de 08:00 a22:00|38363
16155|TERCERA|Lunes a sabado de 08:00 a22:00|38364
16156|Categoría única|Lunes a sabado de 08:00 a22:00|38365
16157|TERCERA|Lunes a viernes de 08:00 a 18:00|38366
16158|TERCERA|Lunes a sabado de 08:00 a22:00|38367
16159|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38368
16160|CUARTA|Lunes a sabado de 08:00 a22:00|38369
16161|2 ESTRELLAS|Lunes a Domingo 24 horas|38370
16162|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38371
16163|1 Estrellas|Lunes a domingo 24 horas|38372
16164|TERCERA|Lunes a sabado de 08:00 a22:00|38373
16165|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|38374
16166|1 ESTRELLAS|Lunes a domingo 24 horas|38375
16167|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|38376
16168|2 ESTRELLAS|24 horas|38377
16169|TERCERA|Lunes a domingo 24 horas|38378
16170|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38379
16171|SEGUNDA / 3 TENEDORES|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38380
16172|TERCERA / 2 TENEDORES|Lunes a viernes de 08:00 a 18:00|38381
16173|TERCERA|Lunes a sabado de 08:00 a22:00|38382
16174|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38383
16175|TERCERA|Lunes a domingo 24 horas|38384
16176|1 ESTRELLAS|Lunes a Domingo 24 horas|38385
16177|1 ESTRELLAS|Lunes a Viernes 08h30 a 17h00|38386
16178|SEGUNDA|Lunes a sabado de 08:00 a22:00|38387
16179|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38388
16180|TERCERA|Lunes a viernes 06:00 a 20:00|38389
16181|TERCERA|Lunes a viernes 06:00 a 20:00|38390
16182|SEGUNDA|Lunes a viernes 06:00 a 20:00|38391
16183|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38392
16184|1 Estrellas|Lunes a viernes 06:00 a 20:00|38393
16185|SEGUNDA|Lunes a sabado de 08:00 a22:00|38394
16186|SEGUNDA|Lunes a domingo 24 horas|38395
16187|(3) Tres tenedores|Lunes a sabado de 08:00 a22:00|38396
16188|(2) Dos tenedores|Lunes a sabado de 08:00 a22:00|38397
16189|CUARTA|Lunes a sabado de 08:00 a22:00|38398
16190|CUARTA|Lunes a sabado de 08:00 a22:00|38399
16191|TERCERA|Lunes a sabado de 08:00 a22:00|38400
16192|3 Estrellas|Lunes a sabado de 08:00 a22:00|38401
16193|TERCERA|Lunes a sabado de 08:00 a22:00|38402
16194|(1) Una copa|Lunes a domingo 24 horas|38403
16195|(1) Un tenedor|Lunes a sabado de 06:00 a22:00|38404
16196|TERCERA|Lunes a Viernes 08h30 a 17h30|38405
16197|SEGUNDA / 2 COPAS|Lunes a sabado de 08:00 a22:00|38406
16198|2 ESTRELLAS|Lunes a viernes de 08:00 a 18:00|38407
16199|CUARTA / 1 TENEDOR|Lunes a Viernes 08h30 a 17h30|38408
16200|SEGUNDA|Lunes a sabado de 08:00 a22:00|38409
16201|CUARTA / 1 TENEDOR|Lunes a Viernes 08h30 a 17h00|38410
16202|TERCERA|Lunes a domingo 24 horas|38411
16203|2 ESTRELLAS|Lunes a Domingo 24 horas|38412
16204|(1) Una copa|Lunes a sabado de 08:00 a22:00|38413
16205|TERCERA|Lunes a sabado de 08:00 a22:00|38414
16206|SEGUNDA / 3 TENEDORES|Lunes a sabado de 06:00 a22:00|38415
16207|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38416
16208|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38417
16209|TERCERA|Lunes a viernes de 08:00 a 18:00|38418
16210|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|38419
16211|PRIMERA / 3 COPAS|Lunes a domingo 24 horas|38420
16212|PRIMERA / 4 TENEDORES|Lunes a domingo 24 horas|38421
16213|CUARTA / 1 TENEDOR|Lunes a Domingo 24 horas|38422
16214|SEGUNDA|Lunes a Viernes 08h30 a 17h00|38423
16215|TERCERA|Lunes a sabado de 08:00 a22:00|38424
16216|TERCERA|Lunes a Viernes 08h30 a 17h00|38425
16217|CUARTA|Lunes a viernes 06:00 a 20:00|38426
16218|PRIMERA / 1 TAZA|Lunes a viernes 06:00 a 20:00|38427
16219|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38428
16220|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38429
16221|TERCERA|Lunes a sabado de 08:00 a22:00|38430
16222|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38431
16223|PRIMERA / 3 COPAS|Lunes a sabado de 08:00 a22:00|38432
16224|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38433
16225|SEGUNDA / 3 TENEDORES|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38434
16226|1 ESTRELLAS|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38435
16227|PRIMERA / 3 COPAS|Lunes a sabado de 08:00 a22:00|38436
16228|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38437
16229|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38438
16230|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38439
16231|TERCERA|Lunes a sabado de 08:00 a22:00|38440
16232|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38441
16233|(1) Una copa|Lunes a sabado de 08:00 a22:00|38442
16234|4 Estrellas|Lunes a sabado de 08:00 a22:00|38443
16235|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38444
16236|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38445
16237|TERCERA|Lunes a Viernes 08h30 a 17h00|38446
16238|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38447
16239|TERCERA|Lunes a viernes 06:00 a 20:00|38448
16240|TERCERA|Lunes a Viernes 08h30 a 17h00|38449
16241|SEGUNDA|Lunes a sabado de 08:00 a22:00|38450
16242|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38451
16243|2 Estrellas|Lunes a sabado de 08:00 a22:00|38452
16244|2 ESTRELLAS|Lunes a domingo 24 horas|38453
16245|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38454
16246|3 Estrellas|De lunes a domingo, de 8:00 a 22:00|38455
16247|CUARTA / 1 TENEDOR|Lunes a domingo 24 horas|38456
16248|CUARTA|Lunes a viernes 06:00 a 20:00|38457
16249|SEGUNDA|Lunes a sabado de 08:00 a22:00|38458
16250|TERCERA / 1 COPA|Lunes a sabado de 08:00 a22:00|38459
16251|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38460
16252|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38461
16253|SEGUNDA / 2 COPAS|Lunes a sabado de 08:00 a22:00|38462
16254|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|38463
16255|PRIMERA / 1 TAZA|Lunes a viernes 06:00 a 20:00|38464
16256|2 Estrellas|Lunes a sabado de 08:00 a22:00|38465
16257|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38466
16258|TERCERA / 1 COPA|Lunes a sabado de 08:00 a22:00|38467
16259|SEGUNDA / 2 COPAS|Lunes a sabado de 08:00 a22:00|38468
16260|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38469
16261|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38470
16262|PRIMERA / 1 TAZA|Lunes a viernes de 08:00 a 18:00|38471
16263|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38472
16264|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38473
16265|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38474
16266|PRIMERA / 4 TENEDORES|Lunes a sabado de 08:00 a22:00|38475
16267|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38476
16268|TERCERA|Lunes a Viernes 08h30 a 17h00|38477
16269|TERCERA|Lunes a Viernes 08h30 a 17h00|38478
16270|PRIMERA / 1 TAZA|Lunes a viernes 06:00 a 20:00|38479
16271|TERCERA|Lunes a sabado de 08:00 a22:00|38480
16272|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38481
16273|(1) Un tenedor|Lunes a viernes 06:00 a 20:00|38482
16274|TERCERA|Lunes a sabado de 08:00 a22:00|38483
16275|TERCERA|Lunes a viernes 06:00 a 20:00|38484
16276|TERCERA|Lunes a viernes 06:00 a 20:00|38485
16277|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38486
16278|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38487
16279|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38488
16280|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38489
16281|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38490
16282|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38491
16283|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38492
16284|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38493
16285|Categoría única|Lunes a sabado de 08:00 a22:00|38494
16286|PRIMERA / 3 COPAS|Lunes a sabado de 08:00 a22:00|38495
16287|2 Estrellas|Lunes a sabado de 08:00 a22:00|38496
16288|3 Estrellas|Lunes a sabado de 08:00 a22:00|38497
16289|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38498
16290|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38499
16291|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38500
16292|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38501
16293|TERCERA|Lunes a sabado de 08:00 a22:00|38502
16294|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38503
16295|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38504
16296|TERCERA|Lunes a sabado de 08:00 a22:00|38505
16297|SEGUNDA|Lunes a sabado de 08:00 a22:00|38506
16298|TERCERA|Lunes a sabado de 08:00 a22:00|38507
16299|SEGUNDA / 2 COPAS|Lunes a sabado de 08:00 a22:00|38508
16300|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38509
16301|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38510
16302|TERCERA|Lunes a sabado de 08:00 a22:00|38511
16303|CUARTA|Lunes a sabado de 08:00 a22:00|38512
16304|CUARTA|Lunes a sabado de 08:00 a22:00|38513
16305|TERCERA|Lunes a sabado de 08:00 a22:00|38514
16306|SEGUNDA|Lunes a sabado de 08:00 a22:00|38515
16307|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38516
16308|SEGUNDA|Lunes a sabado de 08:00 a22:00|38517
16309|1 Estrellas|Lunes a sabado de 08:00 a22:00|38518
16310|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38519
16311|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38520
16312|(1) Una copa|Lunes a sabado de 08:00 a22:00|38521
16313|TERCERA|Lunes a sabado de 08:00 a22:00|38522
16314|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38523
16315|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38524
16316|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38525
16317|TERCERA|Lunes a sabado de 08:00 a22:00|38526
16318|SEGUNDA|Lunes a sabado de 08:00 a22:00|38527
16319|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38528
16320|TERCERA|Lunes a sabado de 08:00 a22:00|38529
16321|TERCERA / 2 TENEDORES|Lunes a viernes 06:00 a 20:00|38530
16322|SEGUNDA|Lunes a sabado de 08:00 a22:00|38531
16323|TERCERA|Lunes a viernes 06:00 a 20:00|38532
16324|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38533
16325|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38534
16326|PRIMERA|Lunes a sabado de 08:00 a22:00|38535
16327|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38536
16328|TERCERA|Lunes a sabado de 08:00 a22:00|38537
16329|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38538
16330|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38539
16331|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38540
16332|PRIMERA / 3 COPAS|Lunes a sabado de 08:00 a22:00|38541
16333|PRIMERA|Lunes a sabado de 08:00 a22:00|38542
16334|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38543
16335|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38544
16336|LUJO|Lunes a sabado de 08:00 a22:00|38545
16337|CUARTA|Lunes a sabado de 08:00 a22:00|38546
16338|TERCERA / 1 COPA|Lunes a sabado de 08:00 a22:00|38547
16339|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38548
16340|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38549
16341|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38550
16342|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38551
16343|3 Estrellas|Lunes a viernes 06:00 a 20:00|38552
16344|(1) Una copa|Lunes a sabado de 08:00 a22:00|38553
16345|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38554
16346|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38555
16347|TERCERA|Lunes a sabado de 08:00 a22:00|38556
16348|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|38557
16349|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38558
16350|2 ESTRELLAS|Lunes a sabado de 06:00 a22:00|38559
16351|TERCERA / 2 TENEDORES|Lunes a viernes 06:00 a 20:00|38560
16352|3 Estrellas|Lunes a sabado de 08:00 a22:00|38561
16353|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38562
16354|CUARTA|Lunes a sabado de 08:00 a22:00|38563
16355|TERCERA|Lunes a sabado de 08:00 a22:00|38564
16356|CUARTA / 1 TENEDOR|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38565
16357|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38566
16358|TERCERA|Lunes a sabado de 08:00 a22:00|38567
16359|TERCERA|Lunes a sabado de 08:00 a22:00|38568
16360|PRIMERA / 3 COPAS|Lunes a viernes 06:00 a 20:00|38569
16361|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38570
16362|SEGUNDA / 3 TENEDORES|Lunes a sabado de 06:00 a22:00|38571
16363|PRIMERA / 4 TENEDORES|Lunes a domingo 24 horas|38572
16364|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|38573
16365|SEGUNDA / 3 TENEDORES|Lunes a Domingo 24 horas|38574
16366|(1) Una tazas|lunes a sabado de 8:00 a 18:00|38575
16367|SEGUNDA / 2 COPAS|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38576
16368|Categoría única|Lunes a domingo 24 horas|38577
16369|Categoría única|Lunes a viernes 06:00 a 20:00|38578
16370|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38579
16371|SEGUNDA / 2 COPAS|Lunes a viernes 06:00 a 20:00|38580
16372|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38581
16373|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38582
16374|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38583
16375|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38584
16376|(1) Una copa|Lunes a sabado de 08:00 a22:00|38585
16377|PRIMERA / 1 TAZA|Lunes a Domingo 24 horas|38586
16378|3 ESTRELLAS|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38587
16379|PRIMERA / 1 TAZA|Lunes a sabado de 08:00 a22:00|38588
16380|CUARTA|Lunes a viernes 06:00 a 20:00|38589
16381|TERCERA|Lunes a viernes 06:00 a 20:00|38590
16382|CUARTA|Lunes a Viernes 08h30 a 17h00|38591
16383|SEGUNDA / 3 TENEDORES|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38592
16384|TERCERA|Lunes a sabado de 08:00 a22:00|38593
16385|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38594
16386|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38595
16387|TERCERA / 1 COPA|Lunes a viernes 06:00 a 20:00|38596
16388|3 Estrellas|Lunes a viernes de 08:00 a 18:00|38597
16389|CUARTA|Lunes a sabado de 08:00 a22:00|38598
16390|TERCERA|Lunes a sabado de 08:00 a22:00|38599
16391|TERCERA|Lunes a Viernes 08h30 a 17h00|38600
16392|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38601
16393|TERCERA|Lunes a sabado de 08:00 a22:00|38602
16394|SEGUNDA / 3 TENEDORES|Lunes a domingo 24 horas|38603
16395|2 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38604
16396|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38605
16397|SEGUNDA|Lunes a sabado de 08:00 a22:00|38606
16398|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38607
16399|TERCERA|Lunes a sabado de 08:00 a22:00|38608
16400|TERCERA|Lunes a sabado de 08:00 a22:00|38609
16401|SEGUNDA|Lunes a sabado de 08:00 a22:00|38610
16402|2 ESTRELLAS|Lunes a viernes 06:00 a 20:00|38611
16403|SEGUNDA|Lunes a sabado de 08:00 a22:00|38612
16404|(2) Dos copas|Lunes a sabado de 08:00 a22:00|38613
16405|SEGUNDA / 2 COPAS|Lunes a sabado de 08:00 a22:00|38614
16406|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38615
16407|TERCERA|Lunes a viernes 06:00 a 20:00|38616
16408|CUARTA|Lunes a sabado de 06:00 a22:00|38617
16409|CUARTA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38618
16410|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38619
16411|CUARTA / 1 TENEDOR|Lunes a viernes 06:00 a 20:00|38620
16412|TERCERA / 2 TENEDORES|Lunes a viernes 06:00 a 20:00|38621
16413|CUARTA|Lunes a viernes 06:00 a 20:00|38622
16414|3 ESTRELLAS|Lunes a viernes 06:00 a 20:00|38623
16415|TERCERA|Lunes a viernes 06:00 a 20:00|38624
16416|LUJO / 5 TENEDORES|Lunes a viernes 06:00 a 20:00|38625
16417|TERCERA|Lunes a viernes 06:00 a 20:00|38626
16418|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38627
16419|TERCERA|Lunes a viernes 06:00 a 20:00|38628
16420|PRIMERA / 4 TENEDORES|Lunes a domingo 24 horas|38629
16421|SEGUNDA / 2 COPAS|Lunes a viernes 06:00 a 20:00|38630
16422|3 ESTRELLAS|Lunes a viernes 06:00 a 20:00|38631
16423|PRIMERA / 1 TAZA|Lunes a viernes 06:00 a 20:00|38632
16424|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38633
16425|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38634
16426|PRIMERA / 4 TENEDORES|Lunes a Viernes 08h30 a 17h00|38635
16427|1 ESTRELLAS|Lunes a domingo 24 horas|38636
16428|SEGUNDA / 3 TENEDORES|Lunes a viernes 06:00 a 20:00|38637
16429|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38638
16430|2 ESTRELLAS|Lunes a Viernes 08h30 a 17h30|38639
16431|TERCERA|Lunes a viernes 8h15 a 17h00|38640
16432|(1) Un tenedor|Lunes a domingo 24 horas|38641
16433|TERCERA|Lunes a domingo 24 horas|38642
16434|SEGUNDA / 3 TENEDORES|Lunes a Viernes 08h30 a 17h30|38643
16435|SEGUNDA / 3 TENEDORES|Lunes a Viernes 08h30 a 17h30|38644
16436|CUARTA|Lunes a sabado de 08:00 a22:00|38645
16437|(1) Una copa|Lunes a domingo 24 horas|38646
16438|(1) Un tenedor|Lunes a viernes de 08:00 a 18:00|38647
16439|TERCERA / 2 TENEDORES|Lunes a sabado de 08:00 a22:00|38648
16440|SEGUNDA / 3 TENEDORES|Lunes a sabado de 08:00 a22:00|38649
16441|TERCERA|Lunes a sabado de 08:00 a22:00|38650
16442|SEGUNDA|Lunes a sabado de 08:00 a22:00|38651
16443|TERCERA|Lunes a sabado de 08:00 a22:00|38652
16444|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38653
16445|SEGUNDA|Lunes a sabado de 08:00 a22:00|38654
16446|SEGUNDA|Lunes a viernes de 08:00 a 18:00|38655
16447|TERCERA|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|38656
16448|3 Estrellas|Lunes a Viernes 08h30 a 17h00|38657
16449|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38658
16450|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38659
16451|(2) Dos tenedores|Lunes a sabado de 08:00 a22:00|38660
16452|tercera|Lunes a sabado de 08:00 a22:00|38661
16453|PRIMERA / 3 COPAS|Lunes a sabado de 08:00 a22:00|38662
16454|1 ESTRELLAS|Lunes a sabado de 08:00 a22:00|38663
16455|PRIMERA / 3 COPAS|Lunes a sabado de 08:00 a22:00|38664
16456|(1) Un tenedor|Lunes a sabado de 08:00 a22:00|38665
16457|CUARTA / 1 TENEDOR|Lunes a sabado de 08:00 a22:00|38666
16458|TERCERA|Lunes a sabado de 08:00 a22:00|38667
16459|TERCERA|Lunes a sabado de 08:00 a22:00|38668
16460|TERCERA|Lunes a sabado de 08:00 a22:00|38669
16461|TERCERA|Lunes a sabado de 08:00 a22:00|38670
16462|TERCERA|Lunes a Domingo 24 horas|38671
